colony	species	type	Antennation	Inspecting	Ignoring	Biting	Opening_mandibles	Bending_abdomen	Carrying	Interactions
H	Tetraneura_ulmi	associated	9	1	0	0	0	0	0	10
H	Tetraneura_ulmi	associated	5	2	3	0	0	0	0	10
H	Tetraneura_ulmi	associated	7	0	3	0	0	0	0	10
H	Tetraneura_ulmi	associated	4	3	3	0	0	0	0	10
H	Geoica_setulosa	associated	2	0	0	0	0	0	1	3
B	Geoica_utricularia	associated	10	0	0	0	0	0	0	10
B	Geoica_utricularia	associated	4	4	2	0	0	0	0	10
B	Geoica_utricularia	associated	2	0	0	0	0	0	1	3
B	Geoica_utricularia	associated	0	0	0	0	0	0	1	1
B	Geoica_utricularia	associated	1	1	1	0	0	0	1	4
B	Geoica_utricularia	associated	0	0	0	0	0	0	1	1
B	Geoica_utricularia	associated	1	1	0	0	0	0	1	3
B	Geoica_utricularia	associated	0	0	0	0	0	0	1	1
B	Geoica_utricularia	associated	0	0	0	0	0	0	1	1
B	Geoica_utricularia	associated	1	0	0	0	0	0	1	2
B	Geoica_utricularia	associated	2	1	1	0	0	0	1	5
B	Geoica_utricularia	associated	1	5	4	0	0	0	0	10
B	Geoica_utricularia	associated	0	1	1	0	0	0	1	3
B	Geoica_setulosa	associated	3	0	0	0	0	0	1	4
B	Geoica_setulosa	associated	5	1	4	0	0	0	0	10
B	Geoica_setulosa	associated	0	0	0	0	0	0	1	1
B	Geoica_setulosa	associated	2	0	1	0	0	0	1	4
B	Geoica_setulosa	associated	1	1	1	0	0	0	1	4
B	Tetraneura_ulmi	associated	0	0	0	0	0	0	1	1
B	Tetraneura_ulmi	associated	8	2	0	0	0	0	0	10
B	Tetraneura_ulmi	associated	0	0	0	0	0	0	1	1
B	Tetraneura_ulmi	associated	1	0	0	0	0	0	1	2
B	Tetraneura_ulmi	associated	3	0	2	0	0	0	1	6
B	Tetraneura_ulmi	associated	5	1	4	0	0	0	0	10
B	Tetraneura_ulmi	associated	0	0	0	0	0	0	1	1
B	Tetraneura_ulmi	associated	0	0	0	0	0	0	1	1
B	Tetraneura_ulmi	associated	3	2	4	0	0	0	1	10
B	larva	associated	1	0	0	0	0	0	1	2
B	larva	associated	0	0	0	0	0	0	1	1
B	larva	associated	1	0	0	0	0	0	1	2
B	larva	associated	0	0	0	0	0	0	1	1
B	larva	associated	3	0	0	0	0	0	1	4
B	larva	associated	1	0	0	0	0	0	1	2
B	larva	associated	1	0	0	0	0	0	1	2
B	larva	associated	0	0	0	0	0	0	1	1
B	larva	associated	1	0	0	0	0	0	1	2
B	larva	associated	3	0	0	0	0	0	1	4
B	larva	associated	0	0	0	0	0	0	1	1
B	Aploneura_lentisci	associated	1	3	6	0	0	0	0	10
B	Aploneura_lentisci	associated	4	1	5	0	0	0	0	10
B	Aploneura_lentisci	associated	3	0	7	0	0	0	0	10
B	Aploneura_lentisci	associated	2	0	8	0	0	0	0	10
B	Aploneura_lentisci	associated	4	0	6	0	0	0	0	10
B	Trama_rara	associated	3	0	0	0	0	0	1	4
B	Trama_rara	associated	3	0	0	0	0	0	1	4
B	Trama_rara	associated	0	0	0	0	0	0	1	1
B	Trama_rara	associated	1	0	0	0	0	0	1	2
B	Trama_rara	associated	5	0	0	0	0	0	1	6
B	Trama_rara	associated	10	0	0	0	0	0	0	10
B	Trama_rara	associated	5	0	0	0	0	0	1	6
B	Trama_rara	associated	8	1	1	0	0	0	0	10
B	Trama_rara	associated	3	1	1	0	0	0	1	6
B	Trama_rara	associated	2	0	0	0	0	0	1	3
B	Cavariella_aegopodii	unassociated	1	3	6	0	0	0	0	10
B	Cavariella_aegopodii	unassociated	0	3	7	0	0	0	0	10
B	Cavariella_aegopodii	unassociated	2	0	3	1	4	0	0	10
B	Cavariella_aegopodii	unassociated	3	1	3	0	3	0	0	10
B	Cavariella_aegopodii	unassociated	1	1	6	0	2	0	0	10
B	Cavariella_aegopodii	unassociated	0	1	9	0	0	0	0	10
B	Cavariella_aegopodii	unassociated	2	3	5	0	0	0	0	10
B	Macrosiphum_rosae	unassociated	0	1	4	0	5	0	0	10
B	Macrosiphum_rosae	unassociated	5	1	2	1	1	0	0	10
B	Macrosiphum_rosae	unassociated	2	5	3	0	0	0	0	10
B	Macrosiphum_rosae	unassociated	5	1	4	0	0	0	0	10
B	Macrosiphum_rosae	unassociated	0	1	0	2	7	0	0	10
B	Macrosiphum_rosae	unassociated	2	2	2	0	4	0	0	10
B	Macrosiphum_rosae	unassociated	2	1	6	0	1	0	0	10
B	Periphyllus_testudinaceus	unassociated	2	2	2	0	4	0	0	10
B	Periphyllus_testudinaceus	unassociated	2	3	1	1	3	0	0	10
B	Periphyllus_testudinaceus	unassociated	3	1	1	2	3	0	0	10
B	Periphyllus_testudinaceus	unassociated	0	2	1	2	5	0	0	10
B	Periphyllus_testudinaceus	unassociated	0	0	2	4	4	0	0	10
B	Periphyllus_testudinaceus	unassociated	1	1	7	0	1	0	0	10
B	Periphyllus_testudinaceus	unassociated	2	1	2	0	5	0	0	10
H	Cavariella_aegopodii	unassociated	2	0	8	0	0	0	0	10
H	Cavariella_aegopodii	unassociated	0	2	8	0	0	0	0	10
H	Cavariella_aegopodii	unassociated	4	1	2	0	3	0	0	10
H	Cavariella_aegopodii	unassociated	2	1	6	0	1	0	0	10
H	Cavariella_aegopodii	unassociated	1	1	6	0	2	0	0	10
H	Cavariella_aegopodii	unassociated	0	2	5	1	2	0	0	10
H	Cavariella_aegopodii	unassociated	1	4	4	0	1	0	0	10
H	Macrosiphum_rosae	unassociated	5	2	3	0	0	0	0	10
H	Macrosiphum_rosae	unassociated	1	1	5	2	1	0	0	10
H	Macrosiphum_rosae	unassociated	1	1	7	0	1	0	0	10
H	Macrosiphum_rosae	unassociated	0	2	4	2	2	0	0	10
H	Macrosiphum_rosae	unassociated	1	3	2	2	2	0	0	10
H	Macrosiphum_rosae	unassociated	0	1	5	1	3	0	0	10
H	Macrosiphum_rosae	unassociated	1	0	6	1	2	0	0	10
H	Periphyllus_testudinaceus	unassociated	0	1	2	5	2	0	0	10
H	Periphyllus_testudinaceus	unassociated	3	1	0	2	4	0	0	10
H	Periphyllus_testudinaceus	unassociated	5	0	0	3	2	0	0	10
H	Periphyllus_testudinaceus	unassociated	5	1	1	1	2	0	0	10
H	Periphyllus_testudinaceus	unassociated	5	0	4	1	0	0	0	10
H	Periphyllus_testudinaceus	unassociated	4	0	3	0	3	0	0	10
H	Periphyllus_testudinaceus	unassociated	2	1	6	0	1	0	0	10
H	Aphis_sambuci	unassociated	8	0	0	0	2	0	0	10
H	Aphis_sambuci	unassociated	1	0	4	0	5	0	0	10
H	Aphis_sambuci	unassociated	2	1	3	0	4	0	0	10
H	Aphis_sambuci	unassociated	0	0	0	1	0	0	0	1
H	Aphis_sambuci	unassociated	3	2	2	0	3	0	0	10
J	Cavariella_aegopodii	unassociated	2	1	6	1	0	0	0	10
J	Cavariella_aegopodii	unassociated	3	0	6	0	1	0	0	10
J	Cavariella_aegopodii	unassociated	2	3	5	0	0	0	0	10
J	Cavariella_aegopodii	unassociated	5	0	3	1	1	0	0	10
J	Cavariella_aegopodii	unassociated	3	0	7	0	0	0	0	10
J	Cavariella_aegopodii	unassociated	4	0	4	1	1	0	0	10
J	Cavariella_aegopodii	unassociated	5	0	1	2	2	0	0	10
J	Macrosiphum_rosae	unassociated	2	1	3	2	2	0	0	10
J	Macrosiphum_rosae	unassociated	0	1	5	1	3	0	0	10
J	Macrosiphum_rosae	unassociated	2	1	3	0	4	0	0	10
J	Macrosiphum_rosae	unassociated	3	0	2	1	4	0	0	10
J	Macrosiphum_rosae	unassociated	1	2	4	3	0	0	0	10
J	Macrosiphum_rosae	unassociated	0	2	3	1	3	1	0	10
J	Macrosiphum_rosae	unassociated	5	1	0	3	1	0	0	10
J	Periphyllus_testudinaceus	unassociated	7	0	1	0	2	0	0	10
J	Periphyllus_testudinaceus	unassociated	3	4	1	2	0	0	0	10
J	Periphyllus_testudinaceus	unassociated	1	0	8	0	1	0	0	10
J	Periphyllus_testudinaceus	unassociated	6	0	1	0	3	0	0	10
J	Periphyllus_testudinaceus	unassociated	5	0	1	2	2	0	0	10
J	Periphyllus_testudinaceus	unassociated	1	1	5	2	1	0	0	10
J	Periphyllus_testudinaceus	unassociated	5	0	2	1	2	0	0	10
J	Aphis_sambuci	unassociated	4	0	1	1	4	0	0	10
J	Aphis_sambuci	unassociated	4	0	3	2	1	0	0	10
J	Aphis_sambuci	unassociated	5	0	1	1	3	0	0	10
J	Aphis_sambuci	unassociated	3	1	4	0	2	0	0	10
J	Aphis_sambuci	unassociated	2	0	1	3	4	0	0	10
J	Aphis_sambuci	unassociated	7	0	0	0	3	0	0	10
J	Aphis_sambuci	unassociated	4	2	3	0	1	0	0	10
H	Cinara_laricis	unassociated	0	2	2	3	3	0	0	10
H	Cinara_laricis	unassociated	2	1	5	2	0	0	0	10
H	Cinara_laricis	unassociated	0	1	5	1	3	0	0	10
H	Cinara_laricis	unassociated	0	0	2	2	6	0	0	10
H	Cinara_laricis	unassociated	0	0	2	3	5	0	0	10
H	Cinara_laricis	unassociated	3	0	4	1	2	0	0	10
H	Cinara_laricis	unassociated	4	0	0	3	3	0	0	10
J	Cinara_laricis	unassociated	1	0	2	4	3	0	0	10
J	Cinara_laricis	unassociated	0	0	3	2	5	0	0	10
J	Cinara_laricis	unassociated	0	1	1	4	3	1	0	10
J	Cinara_laricis	unassociated	3	0	2	3	2	0	0	10
J	Cinara_laricis	unassociated	6	2	1	0	1	0	0	10
J	Cinara_laricis	unassociated	4	0	2	2	2	0	0	10
J	Cinara_laricis	unassociated	2	2	1	2	3	0	0	10
