id	set	colony	trophobiont	host	time(minutes)	status	sequence
33	set52	N	Trama_rara	Lasius_flavus	4	1	2
34	set52	N	Trama_rara	Lasius_flavus	8	1	2
35	set52	N	Trama_rara	Lasius_flavus	8	1	2
1	set53	N	larvae	Lasius_flavus	2	1	3
2	set53	N	larvae	Lasius_flavus	2	1	3
3	set53	N	larvae	Lasius_flavus	4	1	3
4	set53	N	larvae	Lasius_flavus	6	1	3
5	set53	N	larvae	Lasius_flavus	6	1	3
6	set53	N	Aploneura_lentisci	Lasius_flavus	14	1	3
7	set53	N	Aploneura_lentisci	Lasius_flavus	18	1	3
8	set53	N	Aploneura_lentisci	Lasius_flavus	30	0	3
9	set53	N	Aploneura_lentisci	Lasius_flavus	30	0	3
10	set53	N	Aploneura_lentisci	Lasius_flavus	30	0	3
11	set53	N	Tetraneura_ulmi	Lasius_flavus	2	1	3
12	set53	N	Tetraneura_ulmi	Lasius_flavus	4	1	3
13	set53	N	Tetraneura_ulmi	Lasius_flavus	6	1	3
14	set53	N	Tetraneura_ulmi	Lasius_flavus	6	1	3
15	set53	N	Tetraneura_ulmi	Lasius_flavus	12	1	3
16	set53	N	Geoica_utricularia	Lasius_flavus	2	1	3
17	set53	N	Geoica_utricularia	Lasius_flavus	2	1	3
18	set53	N	Geoica_utricularia	Lasius_flavus	4	1	3
19	set53	N	Geoica_utricularia	Lasius_flavus	6	1	3
20	set53	N	Geoica_utricularia	Lasius_flavus	8	1	3
21	set53	N	Geoica_setulosa	Lasius_flavus	4	1	3
22	set53	N	Geoica_setulosa	Lasius_flavus	6	1	3
23	set53	N	Geoica_setulosa	Lasius_flavus	6	1	3
24	set53	N	Geoica_setulosa	Lasius_flavus	10	1	3
25	set53	N	Geoica_setulosa	Lasius_flavus	10	1	3
26	set53	N	Forda_formicaria	Lasius_flavus	2	1	3
27	set53	N	Forda_formicaria	Lasius_flavus	2	1	3
28	set53	N	Forda_formicaria	Lasius_flavus	8	1	3
29	set53	N	Forda_formicaria	Lasius_flavus	16	1	3
30	set53	N	Forda_formicaria	Lasius_flavus	18	1	3
31	set53	N	Trama_rara	Lasius_flavus	2	1	3
32	set53	N	Trama_rara	Lasius_flavus	6	1	3
33	set53	N	Trama_rara	Lasius_flavus	8	1	3
34	set53	N	Trama_rara	Lasius_flavus	8	1	3
35	set53	N	Trama_rara	Lasius_flavus	10	1	3
1	set54	N	larvae	Lasius_flavus	6	1	4
2	set54	N	larvae	Lasius_flavus	8	1	4
3	set54	N	larvae	Lasius_flavus	8	1	4
4	set54	N	larvae	Lasius_flavus	10	1	4
5	set54	N	larvae	Lasius_flavus	10	1	4
6	set54	N	Aploneura_lentisci	Lasius_flavus	30	0	4
7	set54	N	Aploneura_lentisci	Lasius_flavus	30	0	4
8	set54	N	Aploneura_lentisci	Lasius_flavus	30	0	4
9	set54	N	Aploneura_lentisci	Lasius_flavus	30	0	4
10	set54	N	Aploneura_lentisci	Lasius_flavus	30	0	4
11	set54	N	Tetraneura_ulmi	Lasius_flavus	6	1	4
12	set54	N	Tetraneura_ulmi	Lasius_flavus	12	1	4
13	set54	N	Tetraneura_ulmi	Lasius_flavus	12	1	4
14	set54	N	Tetraneura_ulmi	Lasius_flavus	30	0	4
15	set54	N	Tetraneura_ulmi	Lasius_flavus	30	0	4
16	set54	N	Geoica_utricularia	Lasius_flavus	6	1	4
17	set54	N	Geoica_utricularia	Lasius_flavus	8	1	4
18	set54	N	Geoica_utricularia	Lasius_flavus	10	1	4
19	set54	N	Geoica_utricularia	Lasius_flavus	10	1	4
20	set54	N	Geoica_utricularia	Lasius_flavus	12	1	4
21	set54	N	Geoica_setulosa	Lasius_flavus	8	1	4
22	set54	N	Geoica_setulosa	Lasius_flavus	8	1	4
23	set54	N	Geoica_setulosa	Lasius_flavus	12	1	4
24	set54	N	Geoica_setulosa	Lasius_flavus	12	1	4
25	set54	N	Geoica_setulosa	Lasius_flavus	30	0	4
26	set54	N	Forda_formicaria	Lasius_flavus	2	1	4
27	set54	N	Forda_formicaria	Lasius_flavus	4	1	4
28	set54	N	Forda_formicaria	Lasius_flavus	14	1	4
29	set54	N	Forda_formicaria	Lasius_flavus	30	0	4
30	set54	N	Forda_formicaria	Lasius_flavus	30	0	4
31	set54	N	Trama_rara	Lasius_flavus	2	1	4
32	set54	N	Trama_rara	Lasius_flavus	10	1	4
33	set54	N	Trama_rara	Lasius_flavus	14	1	4
34	set54	N	Trama_rara	Lasius_flavus	30	0	4
35	set54	N	Trama_rara	Lasius_flavus	30	0	4
1	set55	N	larvae	Lasius_flavus	4	1	5
2	set55	N	larvae	Lasius_flavus	6	1	5
3	set55	N	larvae	Lasius_flavus	8	1	5
4	set55	N	larvae	Lasius_flavus	8	1	5
5	set55	N	larvae	Lasius_flavus	8	1	5
6	set55	N	Aploneura_lentisci	Lasius_flavus	2	1	5
7	set55	N	Aploneura_lentisci	Lasius_flavus	28	1	5
8	set55	N	Aploneura_lentisci	Lasius_flavus	30	0	5
9	set55	N	Aploneura_lentisci	Lasius_flavus	30	0	5
10	set55	N	Aploneura_lentisci	Lasius_flavus	30	0	5
11	set55	N	Tetraneura_ulmi	Lasius_flavus	2	1	5
12	set55	N	Tetraneura_ulmi	Lasius_flavus	8	1	5
13	set55	N	Tetraneura_ulmi	Lasius_flavus	10	1	5
14	set55	N	Tetraneura_ulmi	Lasius_flavus	30	0	5
15	set55	N	Tetraneura_ulmi	Lasius_flavus	30	0	5
16	set55	N	Geoica_utricularia	Lasius_flavus	6	1	5
17	set55	N	Geoica_utricularia	Lasius_flavus	6	1	5
18	set55	N	Geoica_utricularia	Lasius_flavus	6	1	5
19	set55	N	Geoica_utricularia	Lasius_flavus	6	1	5
20	set55	N	Geoica_utricularia	Lasius_flavus	8	1	5
21	set55	N	Geoica_setulosa	Lasius_flavus	6	1	5
22	set55	N	Geoica_setulosa	Lasius_flavus	8	1	5
23	set55	N	Geoica_setulosa	Lasius_flavus	8	1	5
24	set55	N	Geoica_setulosa	Lasius_flavus	8	1	5
25	set55	N	Geoica_setulosa	Lasius_flavus	12	1	5
26	set55	N	Forda_formicaria	Lasius_flavus	2	1	5
27	set55	N	Forda_formicaria	Lasius_flavus	6	1	5
28	set55	N	Forda_formicaria	Lasius_flavus	6	1	5
29	set55	N	Forda_formicaria	Lasius_flavus	8	1	5
30	set55	N	Forda_formicaria	Lasius_flavus	8	1	5
31	set55	N	Trama_rara	Lasius_flavus	6	1	5
32	set55	N	Trama_rara	Lasius_flavus	8	1	5
33	set55	N	Trama_rara	Lasius_flavus	18	1	5
34	set55	N	Trama_rara	Lasius_flavus	24	1	5
35	set55	N	Trama_rara	Lasius_flavus	30	0	5
1	set56	N	larvae	Lasius_flavus	2	1	6
2	set56	N	larvae	Lasius_flavus	2	1	6
3	set56	N	larvae	Lasius_flavus	2	1	6
4	set56	N	larvae	Lasius_flavus	2	1	6
5	set56	N	larvae	Lasius_flavus	2	1	6
6	set56	N	Aploneura_lentisci	Lasius_flavus	14	1	6
7	set56	N	Aploneura_lentisci	Lasius_flavus	30	0	6
8	set56	N	Aploneura_lentisci	Lasius_flavus	30	0	6
9	set56	N	Aploneura_lentisci	Lasius_flavus	30	0	6
10	set56	N	Aploneura_lentisci	Lasius_flavus	30	0	6
11	set56	N	Tetraneura_ulmi	Lasius_flavus	4	1	6
12	set56	N	Tetraneura_ulmi	Lasius_flavus	4	1	6
13	set56	N	Tetraneura_ulmi	Lasius_flavus	18	1	6
14	set56	N	Tetraneura_ulmi	Lasius_flavus	30	0	6
15	set56	N	Tetraneura_ulmi	Lasius_flavus	30	0	6
16	set56	N	Geoica_utricularia	Lasius_flavus	2	1	6
17	set56	N	Geoica_utricularia	Lasius_flavus	4	1	6
18	set56	N	Geoica_utricularia	Lasius_flavus	4	1	6
19	set56	N	Geoica_utricularia	Lasius_flavus	4	1	6
20	set56	N	Geoica_utricularia	Lasius_flavus	6	1	6
21	set56	N	Geoica_setulosa	Lasius_flavus	4	1	6
22	set56	N	Geoica_setulosa	Lasius_flavus	6	1	6
23	set56	N	Geoica_setulosa	Lasius_flavus	30	0	6
24	set56	N	Geoica_setulosa	Lasius_flavus	30	0	6
25	set56	N	Geoica_setulosa	Lasius_flavus	30	0	6
26	set56	N	Forda_formicaria	Lasius_flavus	2	1	6
27	set56	N	Forda_formicaria	Lasius_flavus	4	1	6
28	set56	N	Forda_formicaria	Lasius_flavus	8	1	6
29	set56	N	Forda_formicaria	Lasius_flavus	8	1	6
30	set56	N	Forda_formicaria	Lasius_flavus	12	1	6
31	set56	N	Trama_rara	Lasius_flavus	4	1	6
32	set56	N	Trama_rara	Lasius_flavus	8	1	6
33	set56	N	Trama_rara	Lasius_flavus	30	0	6
34	set56	N	Trama_rara	Lasius_flavus	30	0	6
35	set56	N	Trama_rara	Lasius_flavus	30	0	6
1	set57	N	larvae	Lasius_flavus	6	1	7
2	set57	N	larvae	Lasius_flavus	8	1	7
3	set57	N	larvae	Lasius_flavus	8	1	7
4	set57	N	larvae	Lasius_flavus	10	1	7
5	set57	N	larvae	Lasius_flavus	20	1	7
6	set57	N	Aploneura_lentisci	Lasius_flavus	30	0	7
7	set57	N	Aploneura_lentisci	Lasius_flavus	30	0	7
8	set57	N	Aploneura_lentisci	Lasius_flavus	30	0	7
9	set57	N	Aploneura_lentisci	Lasius_flavus	30	0	7
10	set57	N	Aploneura_lentisci	Lasius_flavus	30	0	7
11	set57	N	Tetraneura_ulmi	Lasius_flavus	6	1	7
12	set57	N	Tetraneura_ulmi	Lasius_flavus	8	1	7
13	set57	N	Tetraneura_ulmi	Lasius_flavus	10	1	7
14	set57	N	Tetraneura_ulmi	Lasius_flavus	14	1	7
15	set57	N	Tetraneura_ulmi	Lasius_flavus	30	0	7
16	set57	N	Geoica_utricularia	Lasius_flavus	6	1	7
17	set57	N	Geoica_utricularia	Lasius_flavus	8	1	7
18	set57	N	Geoica_utricularia	Lasius_flavus	12	1	7
19	set57	N	Geoica_utricularia	Lasius_flavus	12	1	7
20	set57	N	Geoica_utricularia	Lasius_flavus	14	1	7
21	set57	N	Geoica_setulosa	Lasius_flavus	8	1	7
22	set57	N	Geoica_setulosa	Lasius_flavus	18	1	7
23	set57	N	Geoica_setulosa	Lasius_flavus	20	1	7
24	set57	N	Geoica_setulosa	Lasius_flavus	30	0	7
25	set57	N	Geoica_setulosa	Lasius_flavus	30	0	7
26	set57	N	Forda_formicaria	Lasius_flavus	4	1	7
27	set57	N	Forda_formicaria	Lasius_flavus	12	1	7
28	set57	N	Forda_formicaria	Lasius_flavus	20	1	7
29	set57	N	Forda_formicaria	Lasius_flavus	30	0	7
30	set57	N	Forda_formicaria	Lasius_flavus	30	0	7
31	set57	N	Trama_rara	Lasius_flavus	2	1	7
32	set57	N	Trama_rara	Lasius_flavus	10	1	7
33	set57	N	Trama_rara	Lasius_flavus	12	1	7
34	set57	N	Trama_rara	Lasius_flavus	12	1	7
35	set57	N	Trama_rara	Lasius_flavus	30	0	7
1	set58	N	larvae	Lasius_flavus	2	1	8
2	set58	N	larvae	Lasius_flavus	4	1	8
3	set58	N	larvae	Lasius_flavus	4	1	8
4	set58	N	larvae	Lasius_flavus	4	1	8
5	set58	N	larvae	Lasius_flavus	6	1	8
6	set58	N	Aploneura_lentisci	Lasius_flavus	30	0	8
7	set58	N	Aploneura_lentisci	Lasius_flavus	30	0	8
8	set58	N	Aploneura_lentisci	Lasius_flavus	30	0	8
9	set58	N	Aploneura_lentisci	Lasius_flavus	30	0	8
10	set58	N	Aploneura_lentisci	Lasius_flavus	30	0	8
11	set58	N	Tetraneura_ulmi	Lasius_flavus	4	1	8
12	set58	N	Tetraneura_ulmi	Lasius_flavus	24	1	8
13	set58	N	Tetraneura_ulmi	Lasius_flavus	26	1	8
14	set58	N	Tetraneura_ulmi	Lasius_flavus	30	0	8
15	set58	N	Tetraneura_ulmi	Lasius_flavus	30	0	8
16	set58	N	Geoica_utricularia	Lasius_flavus	4	1	8
17	set58	N	Geoica_utricularia	Lasius_flavus	4	1	8
18	set58	N	Geoica_utricularia	Lasius_flavus	6	1	8
19	set58	N	Geoica_utricularia	Lasius_flavus	8	1	8
20	set58	N	Geoica_utricularia	Lasius_flavus	8	1	8
21	set58	N	Geoica_setulosa	Lasius_flavus	4	1	8
22	set58	N	Geoica_setulosa	Lasius_flavus	6	1	8
23	set58	N	Geoica_setulosa	Lasius_flavus	30	0	8
24	set58	N	Geoica_setulosa	Lasius_flavus	30	0	8
25	set58	N	Geoica_setulosa	Lasius_flavus	30	0	8
26	set58	N	Forda_formicaria	Lasius_flavus	12	1	8
27	set58	N	Forda_formicaria	Lasius_flavus	16	1	8
28	set58	N	Forda_formicaria	Lasius_flavus	16	1	8
29	set58	N	Forda_formicaria	Lasius_flavus	16	1	8
30	set58	N	Forda_formicaria	Lasius_flavus	30	0	8
31	set58	N	Trama_rara	Lasius_flavus	4	1	8
32	set58	N	Trama_rara	Lasius_flavus	22	1	8
33	set58	N	Trama_rara	Lasius_flavus	30	0	8
34	set58	N	Trama_rara	Lasius_flavus	30	0	8
35	set58	N	Trama_rara	Lasius_flavus	30	0	8
1	set59	N	larvae	Lasius_flavus	2	1	9
2	set59	N	larvae	Lasius_flavus	2	1	9
3	set59	N	larvae	Lasius_flavus	2	1	9
4	set59	N	larvae	Lasius_flavus	2	1	9
5	set59	N	larvae	Lasius_flavus	4	1	9
6	set59	N	Aploneura_lentisci	Lasius_flavus	30	0	9
7	set59	N	Aploneura_lentisci	Lasius_flavus	30	0	9
8	set59	N	Aploneura_lentisci	Lasius_flavus	30	0	9
9	set59	N	Aploneura_lentisci	Lasius_flavus	30	0	9
10	set59	N	Aploneura_lentisci	Lasius_flavus	30	0	9
11	set59	N	Tetraneura_ulmi	Lasius_flavus	4	1	9
12	set59	N	Tetraneura_ulmi	Lasius_flavus	4	1	9
13	set59	N	Tetraneura_ulmi	Lasius_flavus	12	1	9
14	set59	N	Tetraneura_ulmi	Lasius_flavus	16	1	9
15	set59	N	Tetraneura_ulmi	Lasius_flavus	30	0	9
16	set59	N	Geoica_utricularia	Lasius_flavus	6	1	9
17	set59	N	Geoica_utricularia	Lasius_flavus	6	1	9
18	set59	N	Geoica_utricularia	Lasius_flavus	8	1	9
19	set59	N	Geoica_utricularia	Lasius_flavus	12	1	9
20	set59	N	Geoica_utricularia	Lasius_flavus	26	1	9
21	set59	N	Geoica_setulosa	Lasius_flavus	4	1	9
22	set59	N	Geoica_setulosa	Lasius_flavus	4	1	9
23	set59	N	Geoica_setulosa	Lasius_flavus	6	1	9
24	set59	N	Geoica_setulosa	Lasius_flavus	16	1	9
25	set59	N	Geoica_setulosa	Lasius_flavus	24	1	9
26	set59	N	Forda_formicaria	Lasius_flavus	4	1	9
27	set59	N	Forda_formicaria	Lasius_flavus	6	1	9
28	set59	N	Forda_formicaria	Lasius_flavus	22	1	9
29	set59	N	Forda_formicaria	Lasius_flavus	30	0	9
30	set59	N	Forda_formicaria	Lasius_flavus	30	0	9
31	set59	N	Trama_rara	Lasius_flavus	6	1	9
32	set59	N	Trama_rara	Lasius_flavus	6	1	9
33	set59	N	Trama_rara	Lasius_flavus	6	1	9
34	set59	N	Trama_rara	Lasius_flavus	8	1	9
35	set59	N	Trama_rara	Lasius_flavus	14	1	9
1	set60	N	larvae	Lasius_flavus	6	1	10
2	set60	N	larvae	Lasius_flavus	8	1	10
3	set60	N	larvae	Lasius_flavus	8	1	10
4	set60	N	larvae	Lasius_flavus	8	1	10
5	set60	N	larvae	Lasius_flavus	10	1	10
6	set60	N	Aploneura_lentisci	Lasius_flavus	30	0	10
7	set60	N	Aploneura_lentisci	Lasius_flavus	30	0	10
8	set60	N	Aploneura_lentisci	Lasius_flavus	30	0	10
9	set60	N	Aploneura_lentisci	Lasius_flavus	30	0	10
10	set60	N	Aploneura_lentisci	Lasius_flavus	30	0	10
11	set60	N	Tetraneura_ulmi	Lasius_flavus	14	1	10
12	set60	N	Tetraneura_ulmi	Lasius_flavus	14	1	10
13	set60	N	Tetraneura_ulmi	Lasius_flavus	30	0	10
14	set60	N	Tetraneura_ulmi	Lasius_flavus	30	0	10
15	set60	N	Tetraneura_ulmi	Lasius_flavus	30	0	10
16	set60	N	Geoica_utricularia	Lasius_flavus	8	1	10
17	set60	N	Geoica_utricularia	Lasius_flavus	12	1	10
18	set60	N	Geoica_utricularia	Lasius_flavus	22	1	10
19	set60	N	Geoica_utricularia	Lasius_flavus	24	1	10
20	set60	N	Geoica_utricularia	Lasius_flavus	26	1	10
21	set60	N	Geoica_setulosa	Lasius_flavus	6	1	10
22	set60	N	Geoica_setulosa	Lasius_flavus	6	1	10
23	set60	N	Geoica_setulosa	Lasius_flavus	6	1	10
24	set60	N	Geoica_setulosa	Lasius_flavus	12	1	10
25	set60	N	Geoica_setulosa	Lasius_flavus	28	1	10
26	set60	N	Forda_formicaria	Lasius_flavus	4	1	10
27	set60	N	Forda_formicaria	Lasius_flavus	4	1	10
28	set60	N	Forda_formicaria	Lasius_flavus	10	1	10
29	set60	N	Forda_formicaria	Lasius_flavus	20	1	10
30	set60	N	Forda_formicaria	Lasius_flavus	22	1	10
31	set60	N	Trama_rara	Lasius_flavus	14	1	10
32	set60	N	Trama_rara	Lasius_flavus	18	1	10
33	set60	N	Trama_rara	Lasius_flavus	20	1	10
34	set60	N	Trama_rara	Lasius_flavus	26	1	10
35	set60	N	Trama_rara	Lasius_flavus	30	1	10
