id	set	colony	trophobiont	host	time(minutes)	status	sequence
3	set40	K	larvae	Lasius_flavus	4	1	10
4	set40	K	larvae	Lasius_flavus	8	1	10
5	set40	K	larvae	Lasius_flavus	8	1	10
6	set40	K	Aploneura_lentisci	Lasius_flavus	30	0	10
7	set40	K	Aploneura_lentisci	Lasius_flavus	30	0	10
8	set40	K	Aploneura_lentisci	Lasius_flavus	30	0	10
9	set40	K	Aploneura_lentisci	Lasius_flavus	30	0	10
10	set40	K	Aploneura_lentisci	Lasius_flavus	30	0	10
11	set40	K	Tetraneura_ulmi	Lasius_flavus	18	1	10
12	set40	K	Tetraneura_ulmi	Lasius_flavus	30	0	10
13	set40	K	Tetraneura_ulmi	Lasius_flavus	30	0	10
14	set40	K	Tetraneura_ulmi	Lasius_flavus	30	0	10
15	set40	K	Tetraneura_ulmi	Lasius_flavus	30	0	10
16	set40	K	Geoica_utricularia	Lasius_flavus	10	1	10
17	set40	K	Geoica_utricularia	Lasius_flavus	12	1	10
18	set40	K	Geoica_utricularia	Lasius_flavus	14	1	10
19	set40	K	Geoica_utricularia	Lasius_flavus	16	1	10
20	set40	K	Geoica_utricularia	Lasius_flavus	18	1	10
21	set40	K	Geoica_setulosa	Lasius_flavus	30	0	10
22	set40	K	Geoica_setulosa	Lasius_flavus	30	0	10
23	set40	K	Geoica_setulosa	Lasius_flavus	30	0	10
24	set40	K	Geoica_setulosa	Lasius_flavus	30	0	10
25	set40	K	Geoica_setulosa	Lasius_flavus	30	0	10
26	set40	K	Forda_formicaria	Lasius_flavus	4	1	10
27	set40	K	Forda_formicaria	Lasius_flavus	6	1	10
28	set40	K	Forda_formicaria	Lasius_flavus	8	1	10
29	set40	K	Forda_formicaria	Lasius_flavus	8	1	10
30	set40	K	Forda_formicaria	Lasius_flavus	10	1	10
31	set40	K	Trama_rara	Lasius_flavus	4	1	10
32	set40	K	Trama_rara	Lasius_flavus	30	0	10
33	set40	K	Trama_rara	Lasius_flavus	30	0	10
34	set40	K	Trama_rara	Lasius_flavus	30	0	10
35	set40	K	Trama_rara	Lasius_flavus	30	0	10
1	set41	O	larvae	Lasius_flavus	8	1	1
2	set41	O	larvae	Lasius_flavus	8	1	1
3	set41	O	larvae	Lasius_flavus	14	1	1
4	set41	O	larvae	Lasius_flavus	14	1	1
5	set41	O	larvae	Lasius_flavus	18	1	1
6	set41	O	Aploneura_lentisci	Lasius_flavus	30	0	1
7	set41	O	Aploneura_lentisci	Lasius_flavus	30	0	1
8	set41	O	Aploneura_lentisci	Lasius_flavus	30	0	1
9	set41	O	Aploneura_lentisci	Lasius_flavus	30	0	1
10	set41	O	Aploneura_lentisci	Lasius_flavus	30	0	1
11	set41	O	Tetraneura_ulmi	Lasius_flavus	2	1	1
12	set41	O	Tetraneura_ulmi	Lasius_flavus	4	1	1
13	set41	O	Tetraneura_ulmi	Lasius_flavus	6	1	1
14	set41	O	Tetraneura_ulmi	Lasius_flavus	10	1	1
15	set41	O	Tetraneura_ulmi	Lasius_flavus	14	1	1
16	set41	O	Geoica_utricularia	Lasius_flavus	2	1	1
17	set41	O	Geoica_utricularia	Lasius_flavus	6	1	1
18	set41	O	Geoica_utricularia	Lasius_flavus	10	1	1
19	set41	O	Geoica_utricularia	Lasius_flavus	10	1	1
20	set41	O	Geoica_utricularia	Lasius_flavus	18	1	1
21	set41	O	Geoica_setulosa	Lasius_flavus	18	1	1
22	set41	O	Geoica_setulosa	Lasius_flavus	30	0	1
23	set41	O	Geoica_setulosa	Lasius_flavus	30	0	1
24	set41	O	Geoica_setulosa	Lasius_flavus	30	0	1
25	set41	O	Geoica_setulosa	Lasius_flavus	30	0	1
26	set41	O	Forda_formicaria	Lasius_flavus	2	1	1
27	set41	O	Forda_formicaria	Lasius_flavus	2	1	1
28	set41	O	Forda_formicaria	Lasius_flavus	12	1	1
29	set41	O	Forda_formicaria	Lasius_flavus	12	1	1
30	set41	O	Forda_formicaria	Lasius_flavus	16	1	1
31	set41	O	Trama_rara	Lasius_flavus	8	1	1
32	set41	O	Trama_rara	Lasius_flavus	8	1	1
33	set41	O	Trama_rara	Lasius_flavus	16	1	1
34	set41	O	Trama_rara	Lasius_flavus	30	0	1
35	set41	O	Trama_rara	Lasius_flavus	30	0	1
1	set42	O	larvae	Lasius_flavus	2	1	2
2	set42	O	larvae	Lasius_flavus	2	1	2
3	set42	O	larvae	Lasius_flavus	4	1	2
4	set42	O	larvae	Lasius_flavus	4	1	2
5	set42	O	larvae	Lasius_flavus	8	1	2
6	set42	O	Aploneura_lentisci	Lasius_flavus	8	1	2
7	set42	O	Aploneura_lentisci	Lasius_flavus	30	0	2
8	set42	O	Aploneura_lentisci	Lasius_flavus	30	0	2
9	set42	O	Aploneura_lentisci	Lasius_flavus	30	0	2
10	set42	O	Aploneura_lentisci	Lasius_flavus	30	0	2
11	set42	O	Tetraneura_ulmi	Lasius_flavus	4	1	2
12	set42	O	Tetraneura_ulmi	Lasius_flavus	4	1	2
13	set42	O	Tetraneura_ulmi	Lasius_flavus	6	1	2
14	set42	O	Tetraneura_ulmi	Lasius_flavus	6	1	2
15	set42	O	Tetraneura_ulmi	Lasius_flavus	24	1	2
16	set42	O	Geoica_utricularia	Lasius_flavus	2	1	2
17	set42	O	Geoica_utricularia	Lasius_flavus	4	1	2
18	set42	O	Geoica_utricularia	Lasius_flavus	6	1	2
19	set42	O	Geoica_utricularia	Lasius_flavus	6	1	2
20	set42	O	Geoica_utricularia	Lasius_flavus	16	1	2
21	set42	O	Geoica_setulosa	Lasius_flavus	14	1	2
22	set42	O	Geoica_setulosa	Lasius_flavus	30	0	2
23	set42	O	Geoica_setulosa	Lasius_flavus	30	0	2
24	set42	O	Geoica_setulosa	Lasius_flavus	30	0	2
25	set42	O	Geoica_setulosa	Lasius_flavus	30	0	2
26	set42	O	Forda_formicaria	Lasius_flavus	2	1	2
27	set42	O	Forda_formicaria	Lasius_flavus	4	1	2
28	set42	O	Forda_formicaria	Lasius_flavus	6	1	2
29	set42	O	Forda_formicaria	Lasius_flavus	6	1	2
30	set42	O	Forda_formicaria	Lasius_flavus	10	1	2
31	set42	O	Trama_rara	Lasius_flavus	4	1	2
32	set42	O	Trama_rara	Lasius_flavus	8	1	2
33	set42	O	Trama_rara	Lasius_flavus	8	1	2
34	set42	O	Trama_rara	Lasius_flavus	8	1	2
35	set42	O	Trama_rara	Lasius_flavus	10	1	2
1	set43	O	larvae	Lasius_flavus	6	1	3
2	set43	O	larvae	Lasius_flavus	6	1	3
3	set43	O	larvae	Lasius_flavus	8	1	3
4	set43	O	larvae	Lasius_flavus	10	1	3
5	set43	O	larvae	Lasius_flavus	12	1	3
6	set43	O	Aploneura_lentisci	Lasius_flavus	30	0	3
7	set43	O	Aploneura_lentisci	Lasius_flavus	30	0	3
8	set43	O	Aploneura_lentisci	Lasius_flavus	30	0	3
9	set43	O	Aploneura_lentisci	Lasius_flavus	30	0	3
10	set43	O	Aploneura_lentisci	Lasius_flavus	30	0	3
11	set43	O	Tetraneura_ulmi	Lasius_flavus	10	1	3
12	set43	O	Tetraneura_ulmi	Lasius_flavus	10	1	3
13	set43	O	Tetraneura_ulmi	Lasius_flavus	10	1	3
14	set43	O	Tetraneura_ulmi	Lasius_flavus	10	1	3
15	set43	O	Tetraneura_ulmi	Lasius_flavus	10	1	3
16	set43	O	Geoica_utricularia	Lasius_flavus	4	1	3
17	set43	O	Geoica_utricularia	Lasius_flavus	6	1	3
18	set43	O	Geoica_utricularia	Lasius_flavus	8	1	3
19	set43	O	Geoica_utricularia	Lasius_flavus	10	1	3
20	set43	O	Geoica_utricularia	Lasius_flavus	30	0	3
21	set43	O	Geoica_setulosa	Lasius_flavus	12	1	3
22	set43	O	Geoica_setulosa	Lasius_flavus	16	1	3
23	set43	O	Geoica_setulosa	Lasius_flavus	16	1	3
24	set43	O	Geoica_setulosa	Lasius_flavus	30	0	3
25	set43	O	Geoica_setulosa	Lasius_flavus	30	0	3
26	set43	O	Forda_formicaria	Lasius_flavus	2	1	3
27	set43	O	Forda_formicaria	Lasius_flavus	4	1	3
28	set43	O	Forda_formicaria	Lasius_flavus	4	1	3
29	set43	O	Forda_formicaria	Lasius_flavus	6	1	3
30	set43	O	Forda_formicaria	Lasius_flavus	14	1	3
31	set43	O	Trama_rara	Lasius_flavus	6	1	3
32	set43	O	Trama_rara	Lasius_flavus	14	1	3
33	set43	O	Trama_rara	Lasius_flavus	16	1	3
34	set43	O	Trama_rara	Lasius_flavus	18	1	3
35	set43	O	Trama_rara	Lasius_flavus	30	0	3
1	set44	O	larvae	Lasius_flavus	4	1	4
2	set44	O	larvae	Lasius_flavus	4	1	4
3	set44	O	larvae	Lasius_flavus	4	1	4
4	set44	O	larvae	Lasius_flavus	6	1	4
5	set44	O	larvae	Lasius_flavus	6	1	4
6	set44	O	Aploneura_lentisci	Lasius_flavus	14	1	4
7	set44	O	Aploneura_lentisci	Lasius_flavus	30	0	4
8	set44	O	Aploneura_lentisci	Lasius_flavus	30	0	4
9	set44	O	Aploneura_lentisci	Lasius_flavus	30	0	4
10	set44	O	Aploneura_lentisci	Lasius_flavus	30	0	4
11	set44	O	Tetraneura_ulmi	Lasius_flavus	4	1	4
12	set44	O	Tetraneura_ulmi	Lasius_flavus	8	1	4
13	set44	O	Tetraneura_ulmi	Lasius_flavus	30	0	4
14	set44	O	Tetraneura_ulmi	Lasius_flavus	30	0	4
15	set44	O	Tetraneura_ulmi	Lasius_flavus	30	0	4
16	set44	O	Geoica_utricularia	Lasius_flavus	4	1	4
17	set44	O	Geoica_utricularia	Lasius_flavus	14	1	4
18	set44	O	Geoica_utricularia	Lasius_flavus	16	1	4
19	set44	O	Geoica_utricularia	Lasius_flavus	28	1	4
20	set44	O	Geoica_utricularia	Lasius_flavus	30	0	4
21	set44	O	Geoica_setulosa	Lasius_flavus	2	1	4
22	set44	O	Geoica_setulosa	Lasius_flavus	12	1	4
23	set44	O	Geoica_setulosa	Lasius_flavus	12	1	4
24	set44	O	Geoica_setulosa	Lasius_flavus	30	1	4
25	set44	O	Geoica_setulosa	Lasius_flavus	30	0	4
26	set44	O	Forda_formicaria	Lasius_flavus	2	1	4
27	set44	O	Forda_formicaria	Lasius_flavus	2	1	4
28	set44	O	Forda_formicaria	Lasius_flavus	2	1	4
29	set44	O	Forda_formicaria	Lasius_flavus	4	1	4
30	set44	O	Forda_formicaria	Lasius_flavus	8	1	4
31	set44	O	Trama_rara	Lasius_flavus	2	1	4
32	set44	O	Trama_rara	Lasius_flavus	10	1	4
33	set44	O	Trama_rara	Lasius_flavus	12	1	4
34	set44	O	Trama_rara	Lasius_flavus	18	1	4
35	set44	O	Trama_rara	Lasius_flavus	20	1	4
1	set45	O	larvae	Lasius_flavus	2	1	5
2	set45	O	larvae	Lasius_flavus	2	1	5
3	set45	O	larvae	Lasius_flavus	2	1	5
4	set45	O	larvae	Lasius_flavus	6	1	5
5	set45	O	larvae	Lasius_flavus	6	1	5
6	set45	O	Aploneura_lentisci	Lasius_flavus	2	1	5
7	set45	O	Aploneura_lentisci	Lasius_flavus	8	1	5
8	set45	O	Aploneura_lentisci	Lasius_flavus	12	1	5
9	set45	O	Aploneura_lentisci	Lasius_flavus	12	1	5
10	set45	O	Aploneura_lentisci	Lasius_flavus	30	0	5
11	set45	O	Tetraneura_ulmi	Lasius_flavus	4	1	5
12	set45	O	Tetraneura_ulmi	Lasius_flavus	12	1	5
13	set45	O	Tetraneura_ulmi	Lasius_flavus	12	1	5
14	set45	O	Tetraneura_ulmi	Lasius_flavus	12	1	5
15	set45	O	Tetraneura_ulmi	Lasius_flavus	30	0	5
16	set45	O	Geoica_utricularia	Lasius_flavus	8	1	5
17	set45	O	Geoica_utricularia	Lasius_flavus	8	1	5
18	set45	O	Geoica_utricularia	Lasius_flavus	16	1	5
19	set45	O	Geoica_utricularia	Lasius_flavus	28	1	5
20	set45	O	Geoica_utricularia	Lasius_flavus	30	0	5
21	set45	O	Geoica_setulosa	Lasius_flavus	4	1	5
22	set45	O	Geoica_setulosa	Lasius_flavus	6	1	5
23	set45	O	Geoica_setulosa	Lasius_flavus	30	0	5
24	set45	O	Geoica_setulosa	Lasius_flavus	30	0	5
25	set45	O	Geoica_setulosa	Lasius_flavus	30	0	5
26	set45	O	Forda_formicaria	Lasius_flavus	2	1	5
27	set45	O	Forda_formicaria	Lasius_flavus	4	1	5
28	set45	O	Forda_formicaria	Lasius_flavus	6	1	5
29	set45	O	Forda_formicaria	Lasius_flavus	6	1	5
30	set45	O	Forda_formicaria	Lasius_flavus	10	1	5
31	set45	O	Trama_rara	Lasius_flavus	2	1	5
32	set45	O	Trama_rara	Lasius_flavus	4	1	5
33	set45	O	Trama_rara	Lasius_flavus	10	1	5
34	set45	O	Trama_rara	Lasius_flavus	22	1	5
35	set45	O	Trama_rara	Lasius_flavus	30	0	5
1	set46	O	larvae	Lasius_flavus	4	1	6
2	set46	O	larvae	Lasius_flavus	10	1	6
3	set46	O	larvae	Lasius_flavus	10	1	6
4	set46	O	larvae	Lasius_flavus	14	1	6
5	set46	O	larvae	Lasius_flavus	22	1	6
6	set46	O	Aploneura_lentisci	Lasius_flavus	30	0	6
7	set46	O	Aploneura_lentisci	Lasius_flavus	30	0	6
8	set46	O	Aploneura_lentisci	Lasius_flavus	30	0	6
9	set46	O	Aploneura_lentisci	Lasius_flavus	30	0	6
10	set46	O	Aploneura_lentisci	Lasius_flavus	30	0	6
11	set46	O	Tetraneura_ulmi	Lasius_flavus	8	1	6
12	set46	O	Tetraneura_ulmi	Lasius_flavus	12	1	6
13	set46	O	Tetraneura_ulmi	Lasius_flavus	16	1	6
14	set46	O	Tetraneura_ulmi	Lasius_flavus	30	0	6
15	set46	O	Tetraneura_ulmi	Lasius_flavus	30	0	6
16	set46	O	Geoica_utricularia	Lasius_flavus	10	1	6
17	set46	O	Geoica_utricularia	Lasius_flavus	12	1	6
18	set46	O	Geoica_utricularia	Lasius_flavus	14	1	6
19	set46	O	Geoica_utricularia	Lasius_flavus	18	1	6
20	set46	O	Geoica_utricularia	Lasius_flavus	26	1	6
21	set46	O	Geoica_setulosa	Lasius_flavus	8	1	6
22	set46	O	Geoica_setulosa	Lasius_flavus	14	1	6
23	set46	O	Geoica_setulosa	Lasius_flavus	30	0	6
24	set46	O	Geoica_setulosa	Lasius_flavus	30	0	6
25	set46	O	Geoica_setulosa	Lasius_flavus	30	0	6
26	set46	O	Forda_formicaria	Lasius_flavus	2	1	6
27	set46	O	Forda_formicaria	Lasius_flavus	2	1	6
28	set46	O	Forda_formicaria	Lasius_flavus	6	1	6
29	set46	O	Forda_formicaria	Lasius_flavus	6	1	6
30	set46	O	Forda_formicaria	Lasius_flavus	10	1	6
31	set46	O	Trama_rara	Lasius_flavus	2	1	6
32	set46	O	Trama_rara	Lasius_flavus	10	1	6
33	set46	O	Trama_rara	Lasius_flavus	12	1	6
34	set46	O	Trama_rara	Lasius_flavus	14	1	6
35	set46	O	Trama_rara	Lasius_flavus	30	0	6
1	set47	O	larvae	Lasius_flavus	2	1	7
2	set47	O	larvae	Lasius_flavus	6	1	7
3	set47	O	larvae	Lasius_flavus	8	1	7
4	set47	O	larvae	Lasius_flavus	8	1	7
5	set47	O	larvae	Lasius_flavus	20	1	7
6	set47	O	Aploneura_lentisci	Lasius_flavus	20	1	7
7	set47	O	Aploneura_lentisci	Lasius_flavus	22	1	7
8	set47	O	Aploneura_lentisci	Lasius_flavus	30	0	7
9	set47	O	Aploneura_lentisci	Lasius_flavus	30	0	7
10	set47	O	Aploneura_lentisci	Lasius_flavus	30	0	7
11	set47	O	Tetraneura_ulmi	Lasius_flavus	2	1	7
12	set47	O	Tetraneura_ulmi	Lasius_flavus	6	1	7
13	set47	O	Tetraneura_ulmi	Lasius_flavus	8	1	7
14	set47	O	Tetraneura_ulmi	Lasius_flavus	12	1	7
15	set47	O	Tetraneura_ulmi	Lasius_flavus	18	1	7
16	set47	O	Geoica_utricularia	Lasius_flavus	4	1	7
17	set47	O	Geoica_utricularia	Lasius_flavus	6	1	7
18	set47	O	Geoica_utricularia	Lasius_flavus	6	1	7
19	set47	O	Geoica_utricularia	Lasius_flavus	8	1	7
20	set47	O	Geoica_utricularia	Lasius_flavus	12	1	7
21	set47	O	Geoica_setulosa	Lasius_flavus	4	1	7
22	set47	O	Geoica_setulosa	Lasius_flavus	8	1	7
23	set47	O	Geoica_setulosa	Lasius_flavus	12	1	7
24	set47	O	Geoica_setulosa	Lasius_flavus	20	1	7
25	set47	O	Geoica_setulosa	Lasius_flavus	30	0	7
26	set47	O	Forda_formicaria	Lasius_flavus	2	1	7
27	set47	O	Forda_formicaria	Lasius_flavus	2	1	7
28	set47	O	Forda_formicaria	Lasius_flavus	4	1	7
29	set47	O	Forda_formicaria	Lasius_flavus	10	1	7
30	set47	O	Forda_formicaria	Lasius_flavus	26	1	7
31	set47	O	Trama_rara	Lasius_flavus	12	1	7
32	set47	O	Trama_rara	Lasius_flavus	14	1	7
33	set47	O	Trama_rara	Lasius_flavus	16	1	7
34	set47	O	Trama_rara	Lasius_flavus	30	0	7
35	set47	O	Trama_rara	Lasius_flavus	30	0	7
1	set48	O	larvae	Lasius_flavus	2	1	8
2	set48	O	larvae	Lasius_flavus	2	1	8
3	set48	O	larvae	Lasius_flavus	2	1	8
4	set48	O	larvae	Lasius_flavus	6	1	8
5	set48	O	larvae	Lasius_flavus	14	1	8
6	set48	O	Aploneura_lentisci	Lasius_flavus	30	0	8
7	set48	O	Aploneura_lentisci	Lasius_flavus	30	0	8
8	set48	O	Aploneura_lentisci	Lasius_flavus	30	0	8
9	set48	O	Aploneura_lentisci	Lasius_flavus	30	0	8
10	set48	O	Aploneura_lentisci	Lasius_flavus	30	0	8
11	set48	O	Tetraneura_ulmi	Lasius_flavus	2	1	8
12	set48	O	Tetraneura_ulmi	Lasius_flavus	4	1	8
13	set48	O	Tetraneura_ulmi	Lasius_flavus	6	1	8
14	set48	O	Tetraneura_ulmi	Lasius_flavus	28	1	8
15	set48	O	Tetraneura_ulmi	Lasius_flavus	30	0	8
16	set48	O	Geoica_utricularia	Lasius_flavus	6	1	8
17	set48	O	Geoica_utricularia	Lasius_flavus	14	1	8
18	set48	O	Geoica_utricularia	Lasius_flavus	14	1	8
19	set48	O	Geoica_utricularia	Lasius_flavus	30	0	8
20	set48	O	Geoica_utricularia	Lasius_flavus	30	0	8
21	set48	O	Geoica_setulosa	Lasius_flavus	18	1	8
22	set48	O	Geoica_setulosa	Lasius_flavus	18	1	8
23	set48	O	Geoica_setulosa	Lasius_flavus	30	0	8
24	set48	O	Geoica_setulosa	Lasius_flavus	30	0	8
25	set48	O	Geoica_setulosa	Lasius_flavus	30	0	8
26	set48	O	Forda_formicaria	Lasius_flavus	2	1	8
27	set48	O	Forda_formicaria	Lasius_flavus	2	1	8
28	set48	O	Forda_formicaria	Lasius_flavus	6	1	8
29	set48	O	Forda_formicaria	Lasius_flavus	12	1	8
30	set48	O	Forda_formicaria	Lasius_flavus	24	1	8
31	set48	O	Trama_rara	Lasius_flavus	4	1	8
32	set48	O	Trama_rara	Lasius_flavus	4	1	8
33	set48	O	Trama_rara	Lasius_flavus	6	1	8
34	set48	O	Trama_rara	Lasius_flavus	30	0	8
35	set48	O	Trama_rara	Lasius_flavus	30	0	8
1	set49	O	larvae	Lasius_flavus	4	1	9
2	set49	O	larvae	Lasius_flavus	4	1	9
3	set49	O	larvae	Lasius_flavus	4	1	9
4	set49	O	larvae	Lasius_flavus	6	1	9
5	set49	O	larvae	Lasius_flavus	10	1	9
6	set49	O	Aploneura_lentisci	Lasius_flavus	2	1	9
7	set49	O	Aploneura_lentisci	Lasius_flavus	30	0	9
8	set49	O	Aploneura_lentisci	Lasius_flavus	30	0	9
9	set49	O	Aploneura_lentisci	Lasius_flavus	30	0	9
10	set49	O	Aploneura_lentisci	Lasius_flavus	30	0	9
11	set49	O	Tetraneura_ulmi	Lasius_flavus	6	1	9
12	set49	O	Tetraneura_ulmi	Lasius_flavus	8	1	9
13	set49	O	Tetraneura_ulmi	Lasius_flavus	10	1	9
14	set49	O	Tetraneura_ulmi	Lasius_flavus	14	1	9
15	set49	O	Tetraneura_ulmi	Lasius_flavus	30	0	9
16	set49	O	Geoica_utricularia	Lasius_flavus	8	1	9
17	set49	O	Geoica_utricularia	Lasius_flavus	8	1	9
18	set49	O	Geoica_utricularia	Lasius_flavus	10	1	9
19	set49	O	Geoica_utricularia	Lasius_flavus	12	1	9
20	set49	O	Geoica_utricularia	Lasius_flavus	18	1	9
21	set49	O	Geoica_setulosa	Lasius_flavus	4	1	9
22	set49	O	Geoica_setulosa	Lasius_flavus	10	1	9
23	set49	O	Geoica_setulosa	Lasius_flavus	22	1	9
24	set49	O	Geoica_setulosa	Lasius_flavus	30	0	9
25	set49	O	Geoica_setulosa	Lasius_flavus	30	0	9
26	set49	O	Forda_formicaria	Lasius_flavus	4	1	9
27	set49	O	Forda_formicaria	Lasius_flavus	6	1	9
28	set49	O	Forda_formicaria	Lasius_flavus	6	1	9
29	set49	O	Forda_formicaria	Lasius_flavus	8	1	9
30	set49	O	Forda_formicaria	Lasius_flavus	8	1	9
31	set49	O	Trama_rara	Lasius_flavus	6	1	9
32	set49	O	Trama_rara	Lasius_flavus	10	1	9
33	set49	O	Trama_rara	Lasius_flavus	10	1	9
34	set49	O	Trama_rara	Lasius_flavus	12	1	9
35	set49	O	Trama_rara	Lasius_flavus	16	1	9
1	set50	O	larvae	Lasius_flavus	4	1	10
2	set50	O	larvae	Lasius_flavus	4	1	10
3	set50	O	larvae	Lasius_flavus	4	1	10
4	set50	O	larvae	Lasius_flavus	4	1	10
5	set50	O	larvae	Lasius_flavus	6	1	10
6	set50	O	Aploneura_lentisci	Lasius_flavus	2	1	10
7	set50	O	Aploneura_lentisci	Lasius_flavus	30	0	10
8	set50	O	Aploneura_lentisci	Lasius_flavus	30	0	10
9	set50	O	Aploneura_lentisci	Lasius_flavus	30	0	10
10	set50	O	Aploneura_lentisci	Lasius_flavus	30	0	10
11	set50	O	Tetraneura_ulmi	Lasius_flavus	2	1	10
12	set50	O	Tetraneura_ulmi	Lasius_flavus	6	1	10
13	set50	O	Tetraneura_ulmi	Lasius_flavus	8	1	10
14	set50	O	Tetraneura_ulmi	Lasius_flavus	8	1	10
15	set50	O	Tetraneura_ulmi	Lasius_flavus	30	0	10
16	set50	O	Geoica_utricularia	Lasius_flavus	2	1	10
17	set50	O	Geoica_utricularia	Lasius_flavus	6	1	10
18	set50	O	Geoica_utricularia	Lasius_flavus	6	1	10
19	set50	O	Geoica_utricularia	Lasius_flavus	8	1	10
20	set50	O	Geoica_utricularia	Lasius_flavus	30	0	10
21	set50	O	Geoica_setulosa	Lasius_flavus	6	1	10
22	set50	O	Geoica_setulosa	Lasius_flavus	8	1	10
23	set50	O	Geoica_setulosa	Lasius_flavus	12	1	10
24	set50	O	Geoica_setulosa	Lasius_flavus	16	1	10
25	set50	O	Geoica_setulosa	Lasius_flavus	30	0	10
26	set50	O	Forda_formicaria	Lasius_flavus	4	1	10
27	set50	O	Forda_formicaria	Lasius_flavus	4	1	10
28	set50	O	Forda_formicaria	Lasius_flavus	4	1	10
29	set50	O	Forda_formicaria	Lasius_flavus	4	1	10
30	set50	O	Forda_formicaria	Lasius_flavus	4	1	10
31	set50	O	Trama_rara	Lasius_flavus	6	1	10
32	set50	O	Trama_rara	Lasius_flavus	10	1	10
33	set50	O	Trama_rara	Lasius_flavus	10	1	10
34	set50	O	Trama_rara	Lasius_flavus	30	0	10
35	set50	O	Trama_rara	Lasius_flavus	30	0	10
1	set51	N	larvae	Lasius_flavus	2	1	1
2	set51	N	larvae	Lasius_flavus	2	1	1
3	set51	N	larvae	Lasius_flavus	4	1	1
4	set51	N	larvae	Lasius_flavus	4	1	1
5	set51	N	larvae	Lasius_flavus	4	1	1
6	set51	N	Aploneura_lentisci	Lasius_flavus	30	0	1
7	set51	N	Aploneura_lentisci	Lasius_flavus	30	0	1
8	set51	N	Aploneura_lentisci	Lasius_flavus	30	0	1
9	set51	N	Aploneura_lentisci	Lasius_flavus	30	0	1
10	set51	N	Aploneura_lentisci	Lasius_flavus	30	0	1
11	set51	N	Tetraneura_ulmi	Lasius_flavus	2	1	1
12	set51	N	Tetraneura_ulmi	Lasius_flavus	2	1	1
13	set51	N	Tetraneura_ulmi	Lasius_flavus	2	1	1
14	set51	N	Tetraneura_ulmi	Lasius_flavus	4	1	1
15	set51	N	Tetraneura_ulmi	Lasius_flavus	6	1	1
16	set51	N	Geoica_utricularia	Lasius_flavus	2	1	1
17	set51	N	Geoica_utricularia	Lasius_flavus	2	1	1
18	set51	N	Geoica_utricularia	Lasius_flavus	2	1	1
19	set51	N	Geoica_utricularia	Lasius_flavus	4	1	1
20	set51	N	Geoica_utricularia	Lasius_flavus	4	1	1
21	set51	N	Geoica_setulosa	Lasius_flavus	2	1	1
22	set51	N	Geoica_setulosa	Lasius_flavus	4	1	1
23	set51	N	Geoica_setulosa	Lasius_flavus	6	1	1
24	set51	N	Geoica_setulosa	Lasius_flavus	10	1	1
25	set51	N	Geoica_setulosa	Lasius_flavus	12	1	1
26	set51	N	Forda_formicaria	Lasius_flavus	2	1	1
27	set51	N	Forda_formicaria	Lasius_flavus	2	1	1
28	set51	N	Forda_formicaria	Lasius_flavus	2	1	1
29	set51	N	Forda_formicaria	Lasius_flavus	2	1	1
30	set51	N	Forda_formicaria	Lasius_flavus	4	1	1
31	set51	N	Trama_rara	Lasius_flavus	2	1	1
32	set51	N	Trama_rara	Lasius_flavus	2	1	1
33	set51	N	Trama_rara	Lasius_flavus	2	1	1
34	set51	N	Trama_rara	Lasius_flavus	6	1	1
35	set51	N	Trama_rara	Lasius_flavus	14	1	1
1	set52	N	larvae	Lasius_flavus	2	1	2
2	set52	N	larvae	Lasius_flavus	2	1	2
3	set52	N	larvae	Lasius_flavus	6	1	2
4	set52	N	larvae	Lasius_flavus	6	1	2
5	set52	N	larvae	Lasius_flavus	6	1	2
6	set52	N	Aploneura_lentisci	Lasius_flavus	16	1	2
7	set52	N	Aploneura_lentisci	Lasius_flavus	30	0	2
8	set52	N	Aploneura_lentisci	Lasius_flavus	30	0	2
9	set52	N	Aploneura_lentisci	Lasius_flavus	30	0	2
10	set52	N	Aploneura_lentisci	Lasius_flavus	30	0	2
11	set52	N	Tetraneura_ulmi	Lasius_flavus	2	1	2
12	set52	N	Tetraneura_ulmi	Lasius_flavus	4	1	2
13	set52	N	Tetraneura_ulmi	Lasius_flavus	4	1	2
14	set52	N	Tetraneura_ulmi	Lasius_flavus	4	1	2
15	set52	N	Tetraneura_ulmi	Lasius_flavus	6	1	2
16	set52	N	Geoica_utricularia	Lasius_flavus	2	1	2
17	set52	N	Geoica_utricularia	Lasius_flavus	4	1	2
18	set52	N	Geoica_utricularia	Lasius_flavus	4	1	2
19	set52	N	Geoica_utricularia	Lasius_flavus	6	1	2
20	set52	N	Geoica_utricularia	Lasius_flavus	6	1	2
21	set52	N	Geoica_setulosa	Lasius_flavus	2	1	2
22	set52	N	Geoica_setulosa	Lasius_flavus	4	1	2
23	set52	N	Geoica_setulosa	Lasius_flavus	6	1	2
24	set52	N	Geoica_setulosa	Lasius_flavus	12	1	2
25	set52	N	Geoica_setulosa	Lasius_flavus	14	1	2
26	set52	N	Forda_formicaria	Lasius_flavus	2	1	2
27	set52	N	Forda_formicaria	Lasius_flavus	2	1	2
28	set52	N	Forda_formicaria	Lasius_flavus	2	1	2
29	set52	N	Forda_formicaria	Lasius_flavus	4	1	2
30	set52	N	Forda_formicaria	Lasius_flavus	4	1	2
31	set52	N	Trama_rara	Lasius_flavus	2	1	2
32	set52	N	Trama_rara	Lasius_flavus	4	1	2
